tweet	relevance	sentiment
Genervt von den 4 Klassenfahrten in meiner Bahn	true	negative
Finanzberatung mit der Deutschen Bahn https://t.co/pTFOQjX5Jm	true	neutral
Okay, an alle die sagen die @DB_Bahn wartet nie: Mein ICE wartet 30 Minuten auf Anschluss :-D wie krass is das denn :-D	true	positive
Gratis WLAN Sbahn erwischt @VVS @DB_Bahn aber da hängt es https://t.co/IqUFrg3ITM	true	positive
In Ooimachi ist der jingle der Bahn aus Arielle XD	true	neutral
RT @gIittergalaxies: Also entweder mir begegnen immer die falschen DB-Mitarbeiter, die haben was gegen mich oder die sind wirklich ALLE ext…	true	negative
@DB_Bahn Da müsst ihr aber ziemlich guten Kaffee haben :D Ps. Lob ans #Bahn-Social-Team! Immer schnelle und kompetente Antworten :)	true	positive
Ich will endlich diese fuckin s bahn fertig gebaut haben damit ich schneller in Stuttgart bin. :c	true	negative
Ich glaub ich brauch für die Bahn ne Twitteralternative ohne Horrorbilder und Spoiler. :(	true	neutral
@DB_Bahn das ist der empfohlene 5-Klick-workaround für etwas, was bisher (offline!) auf dem Homescreen ging? Nicht euer Ernst!	true	negative
So. Dann kann die Bahn ja jetzt Betriebsferien machen.	true	neutral
Bestimmt bin ich die erste die sich heute über gratis Sauna in der Bahn beschwert. Wenn gewünscht mit Aufguss vom fremden Gegenüber.	true	negative
"RT @madame_tongtong: Kind: ""Hier ist die S-Bahn. Hier ist mein Penis."" Mit den glühend roten Köpfen der Eltern könnte man eine Kleinstadt …"	true	neutral
eben, in der S-bahn... seltsam! https://t.co/ISubYcoyZ3	true	neutral
Wegen ein paar verträumten Ein- und Aussteigern hier in Mannheim, hat unser Zug eine Verspätung von 5 Minuten #BahnAnsagen #Bahn #Ansagen	true	negative
Polizei sucht Zeugen! Freiburg (ots) - Lörrach/Steinen/Schopfheim: Junge Frau in S-Bahn bedrängt - Polizei... https://t.co/juZGUawxGi	true	negative
In der Bahn sitzen & @CLeanRTHC 's Soundcloud durchhören	true	neutral
RT @KlarAlles: Wenn man in der S- Bahn jemanden in die Augen sieht statt auf Handy, werden die nervös und beginnen zu schwitzen	true	negative
@DB_Bahn also dort gibt es auf den Gleisen kein WLAN....	true	negative
@DB_Bahn Danke gleichfalls, auch wenn ich noch bis 23 uhr Lokführer spielen muss:-)	true	neutral
187 101 DB Schenker auf Testfahrt bei Steinbach im Frankenwald am 23.10.20 #bahnbilderde https://t.co/74eM8Mk2sd https://t.co/M4a8xu7O0L	true	neutral
@lunchforone @DB_Bahn Seit heute Nacht ist auch Kufstein wieder geschlossen. Erster Ferientag in Bayern.	true	neutral
@DB_Bahn ja gut hatte mich an der RB48 orientiert früher war es DB heute ist es DB und National Express... Danke trotzdem, und frohes neues	true	neutral
RT @martindulig: #Sachsen darf nicht schon wieder von der Deutschen Bahn abgekoppelt werden! Gespräche gegen diese Pläne laufen. https://t.…	true	neutral
So läuft es also bei der @DB_Bahn und @DB_Info. Glückwunsch, ihr verliert immer mehr Kunden! https://t.co/aXeskR0dM2	true	neutral
RT @Mobilegeeksde: #Techlounge live: Tim Rodenwald und Armin Böhmer, @DB_Bahn, im Interview m. @sascha_p http://t.co/64pwBBDFpa #IFA2015 ht…	true	neutral
@FraeuleinRuhr Ich glaub ich würd die Bahn nehmen. Du kommst ja mitten in den Berufsverkehr. Und dann die Baustellen...	true	neutral
Wenn du dir die Hand vor den Mund hältst, wird dein lautes Telefonat in der Bahn dadurch nicht weniger nervig. Wo ist meine Kettensäge??	true	negative
"Typ mir gegenüber in der S-Bahn trägt Socken mit der Aufschrift ""Never too old to rock."" Tattoo ""Ich bin uncool"" hätte es auch getan."	true	neutral
Geil. Bus fiel aus, der danach hatte verspätung. S- Bahn hat Störungen, deshalb auch zu spät. Ich komm vielleicht auch zu spät -.-	true	negative
Auf die Bahn wartet ist...	true	neutral
@arrasz du Depp ... achte doch mal auf das Datum! Alter Artikel /cc @DB_Bahn	true	neutral
Selbst wenn wir Bahn fahren denken wir an dich! @dagibee @Hannah_Bee19 ❤️ https://t.co/IPQ7ZlaXeU	true	neutral
@DB_Bahn neuer Fall, ICE 71, Wg. 6, 81, bestellt Gang, kein Tisch, noch mal extra nachgefragt, bekommen Tisch, Fenster. Stimmen Pläne nicht?	true	neutral
Schlichter Ramelow geht auf Bahn und Bund los http://t.co/t1uS8xPcma	true	neutral
@KhenissiRachid nein zu zwei Frauen mit Kinderwagen, die wohl vergessen haben sich für die Hilfe beim Einstieg in die Bahn zu bedanken.	true	neutral
@db_bahn KA und KN sind KZF-Kennzeichen für Karlsruhe und Konstanz	true	neutral
@lokfuehrer_tim @50hz 56 von 60 müssten noch im Einsatz sein. 46 beim Fernverkehr, 8 bei DB Regio und 2 bei DB Systemtechnik.(elektrolok.de)	true	neutral
@DB_Bahn Hab gerade ein Gläschen Wodka von den Sitznachbarn angeboten bekommen. Ich denke ich steig da ein. Aber danke ✌️	true	neutral
@buechereiwien @stabi_erlangen Kommt in den Norden. Die Bahn fährt doch wieder ;-). Bald. Vielleicht. Temporar!	true	neutral
#focus Onlineportal soll WLAN entlasten - Revolution im ICE: Bahn sendet bald Spiele, Filme… http://t.co/poTLY3sR9g	true	positive
Morgens in der Bahn erst einmal (von euner deutlich alkoholisierten) Frau beschimpft, weil ich ein Eselsohr in meinem Buch hatte. o.O	true	negative
Diese unheilvolle Kombination von unfähigem Autofahrer und ausgefallener S- Bahn.	true	negative
"Bahn-Streik - Fernbus-Anbieter ehrt GDL-Chef mit ""Weselsky""-Bus http://t.co/5vObbUW5LE via @welt Jetzt schon Kult!"	true	negative
RT @FritzQuincke: @DB_Bahn @_AKHH_ Was lernt die Bahn wieder nicht: Ohne Redundanz geht es nicht, weil kein System oder Mensch perfekt ist.	true	negative
RT @ftzpleasure: Ich hätte gerne einen Europapass fürs Flugzeug, so in etwa wie der Deutschlandpass der Bahn	true	neutral
On se weh with Deutsche Bahn Richtung Berlin! Heute Abend im THE PEARL Berlin bei House of Hip Hop! https://t.co/dYOaW9G8PT	true	neutral
RT @TagesschauVor20: [28.2.96] Einstieg der Bahn beim Transrapid, der ab 2005 im 10-Minutentakt zwischen Hamburg & Berlin schweben wird. ht…	true	neutral
@Lea_DeWitt @Die_Resi_ Und die Bahn ist geflogen. Nachdem ich mit Phunk getanzt habe. Was war dieser Tag?	false	neutral
@RicoRiccsn wie gibt man denn im DB Navigator mehrere Endhaltestellen ein?	true	neutral
RT @BahnAnsagen: InterCity, fertig fürs Update. #Bahn (via @briegleb) https://t.co/QToohPLL3U	true	neutral
RT @welt: Verspätungsalarm: Bahn plant dieses Jahr 350 Baustellen mehr https://t.co/iCezwHGNqm https://t.co/yZbKBPtIeK	true	negative
RT @YoungHustensaft: Die Deutsche Bahn ( @DB_Info ) wird bald Pleite gehen, wenn die Wahrheit ans Licht kommt. Uns könnt ihr nicht betrügen!	true	neutral
@FrueheNeuzeit und die bundesbahn noch kleine bunte pappkarten am schalter verkaufte ... das kursbuch nicht zu vergessen.	true	neutral
Gut, dass ich gerade gucken wollte wann die Bahn nach Feierabend fährt und mit dem Auto da bin.. #meinkopfkapituliert	true	neutral
"RT @Taipanos: ""Bahn-Vorstände verdoppeln ihre Erfolgsprämien"" http://t.co/yFw7nEHnKT #handelsblatt #gdl #bahn #gdlstreik"	true	negative
@DB_Bahn Der Zug ist laut Bahnhofsansage bis Rostock Hbf für Nahverkehrstickets freigegeben. Danke trotzdem! :)	true	neutral
@florianaigner fliegst du mit der deutschen Bahn? ^^	true	neutral
@philipinoberlin hast du dir dann an einem anderen Automaten in der Bahn einen Fahrschein gekauft?	true	neutral
Karl lässt bei der Bahn nicht locker: Der Bundestagsabgeordnete Karl wirbt bei Bahnvorstand Volker Kefer für d... http://t.co/nAg8Cgp0LJ	true	neutral
Kann die bahn nicht wenigsten eine minute warten bis sie losfährt auch wenn keiner da ist um einzusteigen?	true	neutral
Montagmorgen ...man sieht die Begeisterung der Mitfahrer in der Bahn ..	true	neutral
@DB_Bahn Alle Zuggäste haben jetzt schon über 1 Std Verspätung. Den wird wohl keiner mehr kriegen.	true	negative
Wie sehr ich es liebe in der Bahn neben kreischenden Kindern zu stehen. #erziehtdochmaleuregören	true	negative
OHV-FR 537 fährt am 18.07.2015 für die S-Bahn Berlin Schienenersa #nahundfernverkehrde http://t.co/BJiEkqnB9p http://t.co/lbha5aNBfB	true	neutral
RT @astefanowitsch: . @DB_Bahn Warum darf jemand, der Armut und Flaschensammeln so dermaßen belustigend findet, für ein Staatsunternehmen t…	true	neutral
Zwei S-Bahn-Verbindungen unterbrochen: [tagi.ch] ist derzeit im gestört. Zwischen…	true	neutral
Gegen #Wildpinkler: Die #Bahn hat in #Köln eine Wand installiert, die zurückpinkeln soll. Mein Erfahrungsbericht: https://t.co/QBTDLndS0x	true	neutral
#Bahn bringt Verspätungs-App auf den Markt, kündigt Vorstandschef Grube im Interview mit @noz_de an. https://t.co/w9Ndsz3mwJ	true	neutral
@DB_Bahn Alternativ: Wie kann ich mir mit Handy-Ticket die Verspätung quittierten lassen um ein Teil des Fahrpreises wieder zu bekommen?	true	neutral
Was? Kein Bahnstreik mehr? GEIL. Ich fahr zwar eh nie mit der Bahn, aber GEIL	true	positive
@DB_Bahn Haben sie Informationen, worum es bei den Ermittlungen geht? Würde mich sehr interessieren. Morgen klappt alles Normal?	true	neutral
"RT @MatthiasMeisner: Originelle Aktion: ""Herzlich willkommen"" an der S- Bahn nach #Heidenau http://t.co/j43D8IV8Rj via @jetzt #Flüchtlinge h…"	true	neutral
RT @frau_thea: @will_nurspieln @DB_Bahn ich fahre oft, aber immer, wenns super losgeht, wirds später scheiße. da lob ich mir doch die anfan…	true	negative
@DB_Bahn @DominikConrads https://t.co/lzaQg9W01K Abs. 3 kann man als generelle Regelung ansehen, beim Umkoppeln bewegt sich schonmal was	true	neutral
@DB_Bahn Fährt der RB 33755 oder steckt er fest ? (Regio Südwest)	true	neutral
"@musermeku Dann bis ""Olof-Palme-Allee"". Entweder in ne andere Bahn nach Bad Godesberg umsteigen und eine Station weiter fahren."	true	neutral
Hey @lokfuehrer_tim hol mich mal mit deiner Bahn ab, wir halten beier Tanke und machen einen drauf!	true	neutral
Ich hasse die deutsche Bahn mehr als alles andere.	true	negative
@TrambahnAndy oooorrrrr......krchchchch....bald sing i n deine Bahn, dann tannst du nis wedrennen...sooooo.....ääääätsch....	true	neutral
@KVBAG Aber es gibt auch schöne Momente z.B. Gestern kam die Bahn pünktlich und ihr seit auch ganz super #Linie18kannauchpünktlich	true	positive
@florifo Die DB wird bis heute Mittag informieren, wann eine Wiederaufnahme des Regelverkehrs möglich sein wird: http://t.co/25MagsdDJW. /da	true	neutral
Hasse die Deutsche Bahn.	true	negative
RT @Fruchtnews: Die #Lokistik Politik der #Deutschen Bahn ist erschreckend #SWR - Schweiz und Österreich zukunftsweisend	true	negative
RT @Strucki_Nds: #Streik? Das ich nicht lache... Hier die wahren Gründe ;-) @DB_Bahn #GDL #gdlstreik #ICE #Polen http://t.co/xyHq7E3Pjr	true	negative
Das Stellwerk S-Bahn Elbgaustraße wurde über 190 Minuten gespielt!	true	neutral
Auf geht&apos;s nach Hause! Heute genießen wir das Leben in vollen Zügen! Von Wurzen nach Saarbrücken. Ich bin gespannt auf @DB_Bahn	true	neutral
@felgenralle Nur zu toppen von ähnlichen Durchsagen in der Bahn...	true	neutral
Unglaublich...kein Geld für Abenteuerurlaub, also macht&apos;s man vor der Haustür #Bahn @Regio_NRW #hitzewelle #Sommer https://t.co/ozocq1iED4	true	neutral
https://t.co/aiEB2CXAjA Damit wäre die Deutsche Bahn heute vielleicht nicht günstiger aber definitiv pünktlicher ;) https://t.co/K5ugNhtUxU	true	neutral
Ich sitze im hintersten Teil der Bahn und friere. Ist das dieser kalte Entzug?	true	negative
Oh Mann, man braucht ja länger nach #Berlin als nach #Baku # Bahn	true	negative
Gostei de um vídeo @YouTube de @jptrainviewing http://t.co/baSiFpEQK9 DB Regio S-Bahn / Köln(Cologne) Hbf → Wuppertal Hbf	true	neutral
@_KrasserTyp wie m1 ex der wegen autismus gratis bahn fahren durfte :::::	true	neutral
Deutsche Bahn: Grube verspricht weniger Chaos am Bahnsteig https://t.co/QrBIdZJVoi	true	neutral
Linie 157 * Folgende Fahrt erfolgt ca. 15 Min. später * (H) Sigwinstr. 16:09h - (H) Holweide S- Bahn 16:15h - (H)... http://t.co/hA8Ryl61kg	true	negative
Schwerer Verkehrsunfall in #Magdeburg. PKW-Fahrer übersah Straßenbahn. Bahn schleifte Auto mit. 3 Schwerverletzte. https://t.co/fuy7m4wbkX	false	neutral
"Gespräch aus der S-Bahn: ""Wir müssen die Landwirte über Social Media ereichen. Vielleicht mit diesem Snapchat."""	true	neutral
"RT @Backnang: #Grube zu #S21: ""Mit Kenntnisstand von heute würden wir (den #Bahn Rückbau) nicht einmal beginnen"" https://t.co/cdpfP2xRQl"	true	negative
meine bahn zu dir kommt in 10m!!!! @njhporfavor	true	neutral
@DB_Bahn Aus dem Briefkasten. Über TW gibt's die ja noch nicht ;) Angenommen ich möchte eine Fahrt für 40€ (BC50 Preis) antreten. Gültig?	true	neutral
"Agence France-Presse on Twitter: ""#UPDATE: German rail operator Deutsche Bahn said it had ...: #UPDATE: German... http://t.co/fC9KwH8K1g"	true	neutral
RT @ndaktuell: In #Chemnitz misshandeln rassistische Schläger in einer Bahn zwei #Flüchtlinge. Nur eine Studentin greift ein. https://t.co/…	true	negative
Also Humor haben sie ja bei der DB, H-Tafeln für 100 und 200 Meter Züge aufzustellen, obwohl da planmäßig nichts längeres als 50m hält.	true	neutral
@DB_Bahn Was kostet die Fahrt von MA nach Karlsruhe im NV mit und ohne Maxx-Ticket. Ab welchen Bahnhof brauche ich Übergangsticket? Danke	true	neutral
RT @Axschel: Und logischerweise klappt die Klimaanlage nicht... Es sind ja wieder über 20°C in Deutschland @DB_Bahn @DB_Info	true	negative
@DB_Bahn Am 24. und 25. Dezember! Ich hoffe, diese Daten sind vorher noch zu erfahren.	true	neutral
"Bei 'nem Typen neben mir in der Bahn kommt als Klingelton.einfach ""Allaaaah"" xD"	true	neutral
"RT @jmbverlag: In der Bahn gehört: ""… das dreijährige Kind da am Strand hingelegt wurde. Kannst du mir nicht erzählen, dass das so angeschw…"	true	neutral
#fefe Blog - Mit der Bahn fahren ist wohl gerade nicht ungefährlich. ... http://t.co/Ti1hUvMaTe	true	negative
@Mardelchen Der nächste Verein ist 1h entfernt und mit Bus oder Bahn 1½h. Ich hasse es in so einem Dorf zu wohnen.	true	neutral
#Job #Stellenangebot https://t.co/R4Vxp6yaRS - Deutsche Bahn AG: Meister Elektrotechnik oder HKLS (w/m) für den Bereich Produktionsplanung	false	neutral
RT @theR3m: .@DB_Bahn empfiehlt Menschen die sich zu teure Tickets nicht/nur in Raten leisten können hämisch Flaschen zu sammeln https://t.…	true	negative
DB Regio 182 009 - Berlin Jannowitzbrücke rvdbreevaart http://t.co/qOMsejvgM8	true	neutral
Das 11. Gebot: Du sollst nicht neidisch auf den Muffin in der Hand deines rappeldürren Gegenüber in der Bahn starren!	true	neutral
@DB_Bahn ICE um 23:12 ist nicht machbar. RE1 um 23:45 oft auch nicht. ICE um 0:52 ist nicht mehr im Fahrplan. IC um 1:44 ist extrem spät.	true	negative
@mrpelz @jo_hannes_beere Vierkant und Notentriegelung funktioniert sicher auch in der S-Bahn :P	true	neutral
@lastboyscout12 @KupferFuchs @DB_Bahn Denn dann wartest du drei statt einer Minute	true	neutral
Erster halbwegs warmer Tag und man erwischt gleich eine verspätete Bahn mit defekter Klimaanlage. Unverhofft kommt halt doch irgendwie oft.	true	negative
@SUEDKURIER_NEWS ja, das ist halt wenn man mit der Deutschen Bahn fährt. Verspätungen ohne Ende.	true	negative
RT @TagesschauVor20: [28.2.96] Einstieg der Bahn beim Transrapid, der ab 2005 im 10-Minutentakt zwischen Hamburg & Berlin schweben wird. ht…	true	neutral
Moin #Hamburg. Schon in der S-Bahn und mal wieder Verspätung. #hvv	true	negative
Mit der Bahn Samstag nach Düsseldorf fahren.. Das kann ja was werden. Klappt schon irgendwie.	true	neutral
RT @MDRINFO: Tschechien und Slowakei schlagen Bahn-Korridor für syrische #Flüchtlinge zwischen Ungarn und Deutschland vor	false	neutral
Das passiert hier übrigens nicht (und nicht nur, weil es keine S-Bahn gibt).	true	neutral
Die gesamte innere S-Bahn ist gerade irgendwie ausgefallen und ich will leider genau dorthin. Danke.	true	negative
@knblch Ich kann es gerne an die Planung zur Info weitergeben. Ad hoc lässt sich das leider nicht umsetzen. Viele Grüße /mn /cc @DB_Bahn	true	neutral
[DB Regio] 2. Aktualisierung #Nürnberg #Nordost - #Gräfenberg: #Schienenersatzverkehr bis zum heutigen +++ http://t.co/o6VTDGBPxm	true	neutral
Ein @saltatiomortis Pärchen mit mir in der Bahn, wird MPS in Hamburch :-))	true	neutral
RT @Aleksandrah: Besten Dank an @DB_Info @DB_Bahn für den ICE-Dildo. Kommt man da eigentlich auch mit Verspätung? http://t.co/SWv6ZzYv7b	true	negative
@xxlhonk Das fliers @BILD_Marburg und ich such gerade in der S-Bahn auch	true	neutral
Bahn und GDL einigen sich: Endlich keine Streiks mehr! http://t.co/oEm84hPVN0 #HandelKonsumgüter	true	positive
@DB_Bahn wartet in München der ICE 582 auf den EC 80?	true	neutral
"@DB_Bahn kurze Frage: da es seit dem 1.8 die ""#MyBahnCard50"" für 70€ gibt, kann man meine jetzige BC25 darauf umstellen? Preis ist ja gleich"	true	neutral
@DB_Bahn Fehler auf der Onlineauskunft: Bahn in Belgershain durch SEV auf Gleis 1 statt Gleis 2. Bitte ändern!	true	negative
Guys. Meine Bahn steht nun. Es muss eine Ersatzbahn geholt werden.	true	negative
Was mich Nerven würde... Bei dem Wetter nen Sprint zur Bahn machen und feststellen, war unnötig #rb61	true	neutral
"RT @BembelbubFfm: Wenn der kontro in der Bahn sagt ""Dein aufnäher Antifaschistische Aktion gefällt mir , mir egal ob du ne Karte hast"":)"	true	neutral
RT @dielochis: Schon das neue Video gecheckt? ▶️ https://t.co/WKmH48XWsy Könnt uns btw am 07.11. beim Karrieretag der Deutschen Bahn treff…	true	neutral
RT @TagesschauVor20: [28.2.96] Einstieg der Bahn beim Transrapid, der ab 2005 im 10-Minutentakt zwischen Hamburg & Berlin schweben wird. ht…	true	neutral
WW2 German Train Ticket - Reichsbahn DRB Original https://t.co/7y3zcsg6aN https://t.co/G0JO3Gdz90	false	neutral
RT @quirlimum: Ich fahre grade Bahn... 28min. voller Ereignisse die einen kompletten Blog füllen würden...	true	neutral
@triple_wii @DB_Bahn @UWAP_DE wie das aussieht wenn da alle Pfand Flaschen sammeln...xD	false	neutral
Spiegel, Badezimmerschrank, Kommode und diverse Kleinigkeiten jetzt mitten zur Partyzeit mit der Bahn zu zweit nach Hause bringen. \o/	true	neutral
Hammer. Wir sind in Oppum! #RE10 # Bahn	true	neutral
[ DB Regio] #Freising - #Landshut: #Technische #Störung an der #Strecke / #Beeinträchtigungen (Stand +++ http://t.co/gTORtAY1wW	true	negative
Wenn viermal geändert wird ob der Unterricht jetzt stattfindet oder nicht und du deswegen die Bahn verpasst als er tatsächlich ausfällt :)))	true	neutral
@metronom4me Warum wird die Information über den Zugausfall #ME81687 nicht im #RIS der @DB_Bahn eingepflegt? @fahrgastbeirat #hvv	true	negative
RT @1001ptsDE: Deutsche Bahn: Bahn-Tarifkonflikt beendet (zeit.de) http://t.co/FJCGjUTFaa http://t.co/wiyruBmqCD	true	positive
RT @glockendoktor: Oder wie man Montag Morgen in der überfüllten Bahn gerne denkt: Ich geniesse das Leben in vollen Zügen.	true	negative
Vielleicht sollten die Polen mal über Olkowski auf der rechten defensiven Bahn nachdenken? #Effzeh #GERPOL	false	neutral
Günstige Bahn-Tickets: Die Deutsche Bahn will nicht, dass Sie diesen Trick kennen https://t.co/G6LMjpL7ua	true	neutral
RT @howo1: Die Bahn kommt auch ohne Streik manchmal sehr spät... #br_quer http://t.co/1o7SMJaQP9	true	negative
"""Warum fahren wir nicht S-Bahn? Das S steht doch für schnell, oder?"" @SimuSimu_chan ist schlau."	true	neutral
@DB_Bahn wo fährt der sev in göppingen Richtung Plochingen?	true	neutral
S-Bahn S1 Richtung Herrenberg mit der nächsten Haltestelle Böblingen hat 0:09:00 Verspätung	true	negative
@Eltville_SMay @DB_Bahn ...das haben wir schon lange getan...	true	neutral
Die deutsche bahn hat es wiedermals geschafft. Ich hänge jetzt ne stunde in mainz rum und komme dann zu spät. #AngryFriendz	true	negative
Dieser Moment, wenn in der Bahn sich jemand neben dich setzt und einpennt.und Wenn du dann aussteigrn musst und ihn nicht wecken willst..	true	neutral
Deutsche Bahn… @DB_Bahn https://t.co/1Th3cD0fz1	true	neutral
Unterbruch: Bülach - Eglisau: 29.02.2016 00:00 - 09:00Zwischen Bülach und Eglisau ist die Strecke für den Bahn... https://t.co/GfLeqNtrpt	false	neutral
@DB_Bahn bei Halle / Saale, sowohl heute früh auf dem Weg in Richtung Leipzig /Dresden als auch jetzt auf dem Rückweg Richtung Köln	true	neutral
Normalfahrplan: Hier fährt die Bahn schon heute wieder regulär http://t.co/8lTaHLya7y	true	neutral
Berlin-Schnäppchen: 3 Tage für 2 mit Begrüßungsbouletten und 1xAbendessen: Hotel: EUR 69,00… http://t.co/N2uOoZlTZB	false	neutral
@DB_Bahn Liegt derzeit eine Vollsperrung zwischen Bad Langensalza und Wipperdorf vor?	true	negative
Der Versuch nach Hause zu fahren mit der richtigen S-Bahn: Teil 2	true	neutral
die Bahn kenne ich :-) @bonntouren @7Gebirgsmuseum @Drachenfelsbahn	true	neutral
Ich darf gleich 2 1/2 Stunden am Münchner Hbf verbringen weil der ski weltcup in Garmisch abgesagt wurde und keine Bahn zu mir heim kommt	true	negative
@macwinnie @DB_Bahn die haben wahrscheinlich alte Züge ausgeschlachtet für die dosto ic	true	neutral
RT @emrah_bayka: Na gut. Bus ist nicht gekommen. Bahn als ersatz genommen und 30km zu frueh ausgestiegen. Läuft heut bei mir... �	true	neutral
Ich würde so gerne HALLO MÜNCHEN sagen, aber es fährt seit 30 Minuten keine S-Bahn mehr Es geht am Abend doch schon wieder heim	true	negative
@DB_Bahn ja schon. Aber die kann man hier dazu nicht fragen. Ihr habt die besseren Kontakte oder?	true	neutral
RT @Traktion100: Das die Straßen genauso unbefahrbar waren, wird aber verschwiegen. Böse Bahn wieder! https://t.co/fYV4vsV4GL	true	negative
@CraftingPat @DB_Bahn sehr guuut	true	neutral
Apropos Bahn, ich fand es total spannend zu sehen, dass die Bahn in Berlin viel schmutziger ist als jene in Hamburg.	true	negative
Jedesmal wieder erstaunlich, dass die Bahn immer genau durch die 2% in Deutschland fährt, die nicht Netzabgedeckt sind.	true	negative
Günstige Bahn-Tickets: Die Deutsche Bahn will nicht, dass Sie diesen Trick kennen https://t.co/0onXp8kkA5	true	neutral
Ansonsten: Sirene ertönt in der Bahn. 2mal. Kontrollmensch hypft eilend in den nächsten Wagen. That's a first.	true	negative
Das ist das Lied darüber wie ich einfach immer mein Buch vergesse, wenn ich mit der Bahn in die Stadt fahre.	true	neutral
Er war mit der Bahn verheiratet? #Domian	true	neutral
Marode # Bahn ueberall > dank der Bahnchefs aus der Automobilbranche #Grube #Mehdorn usw. http://t.co/nIhWwSEl0w	true	neutral
Vrouwel fährt S-Bahn. Achtung! https://t.co/9TsjksRzsw	true	neutral
@Jaluka_ Informationen gibt es auf der Webseite der S- Bahn Berlin oder auf Twitter -> @sbahnberlin. /ti	true	neutral
Bombendrohung beim @neomagazin.. Wayne interessiert's ;) Zum Glück fährt der Attentäter mit der Bahn... #JeSuisWeselsky	true	neutral
RT @VictorVetterle: Ist es nicht merkwürdig, daß die S-Bahn zuverlässig funktioniert hat, bevor mit dem Bau von #S21 begonnen wurde. https:…	true	negative
IT-Trans 2016: PSI präsentiert neue Leitsystem-Generation https://t.co/W3Accup38v #Verkehr #Bahn #News	true	neutral
#Berlin - #Friedrichshain Nähe #Park #Friedrichshain - #Ring - #Bahn 2er WG tauglich, #Erstbezug nach... https://t.co/UOW9h7EC4z	true	neutral
Endlich riecht es in der Bahn wieder nach Glühweinkotze . o/	true	negative
RT @Gelbkopfamazone: Natürlich sagt die Bahn der Fernsehturm sei sicher. Genauso sicher, wie die Trauerweide. Rote Karte zeigen! #S21 http…	true	neutral
@DB_Bahn ja anscheinend wurde das verschoben weil es im letzten BVWP nicht mehr geklappt hat!	true	neutral
RT @lokfuehrer_tim: DB Regio führt Fahrradwagen ein: https://t.co/whr7vTDH9y	true	neutral
RT @Freund_2_0: Bitte verlassen Sie diese S- Bahn so wie Sie sie vorfinden möchten. Habe daraufhin Steckdosen, Wlan und einem Getränkeauto…	true	neutral
Es ist 100 Mal einfacher Tickets für @DB_Bahn Reisen auf @captaintrain zu gehn !	true	neutral
Kritik an Bahn von Ramelow: Wenn so Schlichtung aussieht... http://t.co/ZLJFP1IRzW	true	negative
RT @MeiDresden: #dresden ::: Letzte CarCo Bahn auf den Schienen ::: Sie gehörten seit dem 01.März 2001 zum Dresdner Stadtbild.... https://t…	false	neutral
@ishisuchan Ich sitz hier halbnackt, zwei Stationen mit der Bahn gefahren und direkt der gesamte Ruecken klatschnass	true	negative
#Wirtschaft #Börse Sind Fahrpreise willkürlich?: Bahnkunden hadern mit Preissystem: Kunden der Deutschen Bahn ... https://t.co/2bu9FGgJNm	true	negative
Es geht ambrüf: 1.-klassig mit der Matterhorn Gotthard Bahn! @zermatt_tourism @ZERunplugged https://t.co/V3piijosNE	false	neutral
"@DB_Bahn ""spannend"", was so alles am Ausgang Hedderichstraße des Frankfurter Lokalbahnhofs &apos;rumhängt&apos;... ;-) http://t.co/XDi2Eqdlnn"	true	neutral
Eben hat ein S-Bahn-Fahrer auf nen daher-rennenden Menschen gewartet. Ohne vor seiner Nase alle Türen zu verriegeln. Bin noch immer gerührt.	true	neutral
RT @adfc_ob_mh: Prominente Eröffnung der Radtrasse Rheinische Bahn https://t.co/VomkmNJTTL	false	neutral
Gleich kriegt die Dame in der S-Bahn ein Taschentuch. Ob sie will oder nicht. #S-Bahn #Hochziehen	true	negative
@jamenrome Morgen zum Betriebsbeginn soll Regionalverkehr wieder halbwegs normal fahren. Bitte unter http://t.co/hYMI2iaeLZ prüfen /je	true	neutral
Die Bahn macht mobil vorbei? Nie wieder umgekehrte Wagenreihung, dann starten die Züge von Gleis 5 mehr von Gleis 2 https://t.co/DBhiGyvzcr	true	positive
Schlichtung im Tarifkonflikt zwischen #GDL und Deutscher Bahn geht heute zu Ende. Ergebnisse werden morgen präsentiert.	true	neutral
@DB_Bahn wollte eigentlich mit dem IC 2224 von Bremen nach kiel fahren sehe gerade 60 min Verspätung und halt in kiel gecancelt?	true	negative
Schwebebahn und S Bahn zurück mit Schwebebahn und Regionalbahn.	true	neutral
Schokoriegel, Kugelschreiber, Kaffee, Zeitung. So geht Service. Danke #bahn @DB_Info Und immer noch pünktlich!	true	positive
RT @robin_urban: Wucherpreise, Stellenabbau, aber Leute verhöhnen, die auf ihr Geld achten müssen. Fickt euch doch, @DB_Bahn. https://t.c…	true	negative
@yungbedhead Die grüne 0 bedeutet, dass aktuell keine Infos über Verspätungen vorliegen. Wenn Zug da auftaucht, wird er fahren. /da	true	neutral
In der Bahn ist ein Typ der sieht aus wie das Kind von V. und meinem Exfreund aus der 5. Klasse und ich will ihn anspringen.	true	neutral
So viel Bahn wie in den letzten Tagen fuhr ich selten bis gar nicht. Und dann sind da auch noch so viele Menschen. Ätzend, sag ich euch.	true	negative
@N1tr0glyc3r1n was hat das mit Eile zu tun? GDL hat endlich das von der Bahn bekommen, was sie wollte. Jetzt kann geschlichtet werden	true	neutral
