tweet	sentiment
Falls wer die hölzerne @user findet; nicht mit Säge o.ä. bearbeiten sondern großflächig mit Kaffee einreiben. Fertig ist Kaffee Latte.	neutral
Denkt bei euren Web-Sites an die Lesbarkeit - auch der älteren Internet-Anwender. Sonst kaufen die woanders!	neutral
Heute leg ich einen Martha Stewart Tag ein :) Wer will Tiramisu??	positive
#WHS News: Diskeeper 2011 bald für Windows Home Server 2011 erhältlich: Laut der englischsp... ~http  @user #NAS	neutral
Hatte gestern einen schönen Geburtstag :)	positive
ER macht mich aggressiv...	negative
Bald bei Kliomedia: Glasproduktion. Archäologie und Geschichte: ~http  #glas #mittelalter #glashütten #archäologie	neutral
Ein Lebenszeichen von Kittie auf meinem #Blog ~http 	neutral
hahahaha... xD xD xD... ich lach mich tot.. schön das man mir auf diese art und weise ein lächeln ins gesicht zaubern kann.. xD xD xD haha..	positive
Gewinnspiel auf @user - Als Gewinne winken ein Samsung Full-HD LED 3D Fernseher und iPads! #gewinnspiel	neutral
Dieser Domscheit-Berg ist so ein asozialer Spinner...	negative
64GB Ipodtouch = 400 € und 32GB Ipodtouch 300€	neutral
20:30 Uhr Licht aus	neutral
Familienurlaub am Achensee und vor dem Frühstück die ersten 10km gejoggt. #trainingslager	neutral
Frühstück & Brunch: Rezepte; Tipps und Warenkunde - von Hannes Finkbeiner et al. - Matthaes. ~http 	neutral
Wo yao feng le.	na
So funktioniert ein Touchscreen ~http 	neutral
Netzwerk-Mediaplayer Sony SMP-N100 für 75;90 Euro bei iBOOD ~http 	neutral
Das nenne ich ganz schön Mutig erst holt man einen der sanieren soll und will mit den großen Hunden pinkeln und dann keinen Arsch inne Hose	negative
Frühling ist da!!!!! und es gibt grad nichts schöneres als Sonne	positive
morgen pulp ja oder nein? .grübel.	neutral
Soooo auf geht's Löwen kämpfen und siegen :)) (@ Eissporthalle Neuss) ~http 	positive
Heute #lateline anrufen? Vielleicht.	neutral
haltet diese Gruppe auf : ~http 	neutral
Mutti beim Elternabend.	neutral
#ff Liebe installieren:  ~http 	neutral
Allerlei Verbesserungen : Microsoft zeigt Details des Internet Explorer 10 ~http  #N24	neutral
heute nachmittag gabs einen leckere bio burger... :) ~http 	positive
Immer wenn irgendwer Wanne Eickel erwähnt muss ich an @user denken :/	neutral
2001: Odyssee im Weltraum: Samsung holt Hilfe aus dem All ~http 	neutral
Heute gehts shoppen !!! Wir bringen Mama´s Kreditkarte zum glühen; oder nicht ??? Mal sehen !!!	positive
Letzte Chance: Sprachkurse zum Sparpreis *Auf alle EXPRESSKURSE gibt's 10 € Rabatt. &gt;&gt;  ~http  #Sprachen #lernen #Reis	neutral
Und heute lag der Frosch vor meiner Tür!Er war Tod.Tod Zerquetscht!Wer dahinter steckt is unbekannt.Die Freiheit ist schon lange Tod Freunde	negative
Marken-Umfrage: Sony beliebter als Apple @user ~http 	neutral
.. Frittenbude ist schon geil. (: &lt;3'	positive
Such den Fehler @user  ~http 	neutral
#inappropriatefuneralsongs Wunder gibt es immer wieder ...	neutral
Kann mir jm. sagen wer mich eben bei der Unterführung bei der ETS in nem blauen Audi KB.JB... gegrüßt hat? :D	neutral
Guten Tag an diesem herrlichen Freitag	positive
"Kaum hat Microsoft Skype gekauft ... ""+"" wie neuer Kontak bringt ein Submenü für Neu ODER Suchen. Erinnert mich an Start -&gt; Beenden #iPad"	neutral
In einem Meer voll Schmerzen; ertrinken die einen; die anderen lernen darin zu schwimmen..'	neutral
der Vertrag läuft bis 2015 RT @user ~http  ist Generalübernehmer der Berliner #Ampelschaltung	neutral
Bericht in Fachzeitschrift ~http 	neutral
Neu auf KL: 11. Filmkunstmesse | 19.-23.09.2011: Vom 19. bis 23. September 2011 treffen sich über 900 Kinobetrei... ~http 	neutral
Die Frisur passt auf jeden Fall zum Text. #Lena #ardesc	neutral
Nach ADC Silber und Cannes Silber freuen wir uns über GOLD beim ADC Europe für die MB Sprinter-Bewerbung. ~http  ^JO	positive
Das Foto Konijnenberg Kenner-Angebot: Die Sony DSC-HX100 aktuell versandkostenfrei für nur € 469;00: ~http 	neutral
LiebeEltern.de - Für eine sichere Zukunft Ihrer Kinder auf Facebook ~http 	neutral
Kleiner Ausflug auf die andere Rheinseite: verkaufsoffener Sonntag auf dem #Stadtfest in #Wiesbaden ~http 	neutral
Drastische Source Code Änderungen sind geplant beim Video Addon.Anregung durch User Raystar. Ein Player für alle Formate.Das heißt Arbeit :P	neutral
helft @user Ist jemand aus Richtung München/Nürnberg/Regensburg am #dcc10 und könnte mich evtl. am Sonntag mitnehmen?	neutral
Beim Baseball.	neutral
wääääh~ blöde urm... keinen bock mehr zu lernen T__T	negative
Cappu und Keks — at Oldenburg ~http 	neutral
Die Tage werd ich mal wieder meine Haare färben :P	neutral
Schnellzauber-Sets [W1] - ~http 	neutral
Die @user - Das unbekannte Wesen ~http	neutral
Kandidat Peter Müller stellt sich vor. ~http	neutral
Hier könnt ihr sparen ohne ende ;einfach mal rein schauen ~http 	neutral
"Ich mache grundsätzlich hinter meine Tweets ein ""!""; damit ihr sie auch lest!"	neutral
Mobbing &amp; Andreas Höhne; Berlin-Reinickendorf ~http 	neutral
Gewinne ein Jahresabo des Kiteboarding Magazin ~http 	neutral
Jetzt gerade auf VOX - Spiegel TV: Nachhilfe beim Therapeuten; wenn das Haustier Probleme hat - Sendung verpasst? Schau: ~http 	neutral
Nachrichten Krefeld Krefeld - Königstraße: Stadt rudert zurück ~http 	neutral
Dieses Video weitergeben -- NIKE ADVERTISINTG ~http  via @user	neutral
Komme zu „Monkey Disko vs. Wicked & Wild  mit GANJAMAN live“ Freitag; 9. September von 22:00 bis 05:00 .... ~http 	neutral
bin kurz ca 1h weg...bd le: *	neutral
News Paper Wars für die PSP angekündigt ~http 	neutral
Neue Arbeit für Samsung Österreich:  ~http  ~http 	neutral
Deutscher Meister Kickboxen. Alexander Yoon ist Deutscher Meister in Dessau geworden! ~http 	neutral
Ich hasse dich Ich hasse dich  Ich hasse dich Abgrundtief  Ich hasse dich  Ich hasse dich  Ich hasse dich weil du mich nicht liebst #raheem	negative
Schön; wenn im Bad das Wasser zur Abwechslung mal nicht aus dem duschkopf kommt sondern von der Decke tropft! :( #Wasserschaden	negative
Umwelt: Kolumbien will Holzeinschlag im Regenwald bis 2020 komplett einstellen und bis dahin 77% der Energi… (cont) ~http 	neutral
#mitdemradzurarbeit Ich fahre immer mit dem Rad	neutral
Wunderkind stellt in NY aus ~http 	neutral
Es ist soweit: es warten 10 MNY Sets auf Euch uuuund eine Nintendo Wii. Im 24. Türchen unseres Xmas Kalenders ~http	neutral
Besuche die originalen Filmschauplätze in #Ludwigshafen und begib dich auf deine eigene Spurensuche am #Tatort. ~http	neutral
Pommern im Siebenjährigen Krieg: Wissenschaftskonferenz und Ausstellungen am 20.05 in Kolberg. Weitere Infos unter: ~http 	neutral
Kluge Köpfe kochen gesund: Das 1 x 1 der ausgewogenen Ernährung - von Alice M. Stockreiter et al. ~http 	neutral
hat jemand ne Ahnung was so sehenswertes im TV läuft heute abend?	neutral
"Techniknews: ""Office 365"" - Microsoft Office Webapp im Browser - Beta startet heute; Anmeldung kostenlos ~http  @user"	neutral
Da habe ich die @user wohl so energisch angeklickt; dass 'sie' mir gleich wieder davongesprungen ist ... Soeben sicher eingefangen.	neutral
Evolution: 13 Mrd. J.; Big Bang: Wasserstoff. 4;5 Mrd. J. biologische E.: Menschen ((C) by H. v. Ditfurth) ~http 	neutral
Irgendwie verstehe ich bei der Activia Werbung immer; dass die Frau zwei Eisbären gegessen hätte.	neutral
Achtung; jetzt kommt ein; nein kein Karton; sondern ein Test; beep; beep... #fb	neutral
Karneval 2011: Cowboy oder Indianer?	neutral
Heute ist eindeutig einer dieser Tag wo man bereut jemals aufgestanden zu sein!	negative
! Samsung Handy; SGH - T659 in Krefeld: Funktioniert einwandfrei. Mit ladekabel und gebrauchsa... ~http  ~http 	neutral
Essen ohne Stress: Wie Ihr Kind mit Spaßund ganz von selbst richtig essen lernt	neutral
Lieber @user. Sagst du mir deine MC Server IP?	neutral
Hat Anonymous jetzt heise.de runtergefahren; oder was?	neutral
Halsschmerzen / Kopfschmerzen ;( Nachher Zeitungen verteilen -.- Ob ich das überstehe ? :D	negative
.@weltonline: Aus für „Literarisches Quartett“ ~http 	neutral
Premium Kleinanzeige: Microsoft Office 2010 Academic.... ~http 	neutral
"BGH zur Zustellung ""demnächst"" ~http  #fristwahrung"	neutral
New Post:  Samsung Chromebook ab morgen verfügbar ~http 	neutral
Der erste Stock; die Haupthalle.  ~http	neutral
Grüne beenden Koalition mit der CDU in Hamburg ~http 	neutral
Weltweite Wii-Software-Verkaufszahlen von Nintendo: Nintendo hat eine Liste mit weltweiten Software-Verkaufszahl... ~http 	neutral
ich finds teils recht lachhaft; wenn deutsche meinen englische Übersetzungen von japanischen Texten zu übersetzen :D	negative
Neuen Podcast aufgenommen...Stimmung trotzdem auf dem Nullpunkt.	negative
Du kannst mir bestimmt sagen; wo ich in #Nagold länger als 3 Stunden #kostenlos #parken kann. #strafzettel #abzocker	neutral
New Post:  Samsung Galaxy Tab 7 aufgetaucht ~http	neutral
Wäsche bügeln	neutral
Ob hier heute noch Sport vermarktet wird? ZWEIFELHAFT. #schaufelstillstand	neutral
Brustkrebs Reha Bayern? ~http 	neutral
So; wir bauen grade kräftig am Programm für die nächsten Monate. Nächsten Freitag starten wir aber erstmal so richtig für 2011.Bloomclub yo!	neutral
PDS ® Performance Development System; 1 ganzheitlich-systemisches Entwicklungs-Konzept für Menschen (Leben) versus Kybernetik für Maschinen!	neutral
wer im schlamm steckt;kann über ein schiebedach froh sein. #searock	neutral
Kleinanzeigen: Nur noch 13 Nintendo DS DSi Lite 3DS Spiele in Magdeburg: High School Musical ... ~http  Magdeburg Anzeigen	neutral
You can touch this! Wie die Microsoft Touch Mouse entstand:  ~http 	neutral
Wir sind auf der sony ericsson schulung angekommen. Mal sehn was es neues gibt.	neutral
Angesichts des Absatzbooms in Asien und Südamerika wollen BMW und Audi ihre Aktivitäten in den Schwellenländern ausweiten... (Reuters)	neutral
"Microsoft veröffentlicht den ""Building Windows 8"" Blog: Bisher hat sich Microsoft sehr bedeckt gehalten; was ihr... ~http "	neutral
gleich zum Nebenjob!!	neutral
Oft werde ich gefragt; mit welchem Programm ich meine Fotos bearbeite. Mit #FixFoto arbeite ich schon mehrer Jahre ~http	neutral
Haben gerade Kai Pflaume auf dem Microsoft Stand interviewt! #CeBIT #CeBIT10 ~http 	neutral
So endlich Feierabend :) Werd mir jetz erstmal ne coole Hose kaufen gehen dann nach Hause bissel weiter schrauben :)	positive
Neue Finanzregelung wird die Vereine verändern ~http	neutral
Wuhu mein Sony Ericsson Satio wurde schon auf 50 € geboten! So kanns weiter gehen xD	positive
MAN ist nun mit einem eigenen Kanal auf dem führenden Internet-Videoportal YouTube vertreten. ~http 	neutral
Ich habe ein neues Foto auf Facebook gepostet ~http 	neutral
"Beliebte Produkte im Chemnitzer ""German's"" Bistro sind Croissants und Donuts."	neutral
Und ja. Ich hatte vorher einen quadratischen Monitor :D	neutral
An Anika: Ich liebe das Kochbuch!! Ich muss unbedingt was daraus kochen! Danke für deinen Brief und den Geburtstagsgruß.	positive
hat morgen ihren letzten offiziellen Schultag; eeehe eeh :-)	positive
Das heute Abend war toll ♡	positive
HAHA RT @user Scheiss Rockermähne-Sie musst beim kotzen meine Haare halten!	negative
Netzgeflüster:  Das war's - HAZ ~http 	neutral
Corporate Wording mit Text-Bausteinen verleiht Business-Profil sowie Zeit- + Geld-Ersparnis für alle Kompetenz-Bereiche und jedes Business.	neutral
Wichtig für alle die ein #ff geben - hier die Regeln in Deutsch: ~http  BITTE RT!	neutral
NEWS von der Weltreise: Quiz: Auflösung und Gewinner ~http 	neutral
#Bahrain #Libyen #Interview zur #Lage in #Japan und deren Ausmaß! ~http  #berlin	neutral
ja 6 siege aus 10 spielen super !! #duknb	positive
"neuer follower ""Lernen mit Lerninstrumenten; Team-; Verkaufs-; Persönlichkeits- und Werteentwicklung; Talentmanagement"" wird mein schüler"	neutral
Basic Thinking verschenkt das Samsung S7070. Ich will mit in die Lostrommel: ~http  #Divatelefon	neutral
Corporate Wording mit Text-Bausteinen verleiht Business-Profil sowie Zeit- + Geld-Ersparnis für alle Kompetenz-Bereiche und jedes Business.	neutral
Von höchster Stelle: Hallöle! Wie die Gerüchteküche erzählt; soll der oberste Chef im Landkreis; Thomas Bold; sich... ~http	neutral
Agile Projekte und Scrum in der Praxis: Elemente; Nutzen; Tools; Hürden ~http	neutral
man ist das schön DSDS gucken; surfen und Alk^^	positive
Flugspecial Asien; günstiger Thailandurlaub am Golf von Siam; Thailand Special von Etihad Airways... ~http 	neutral
Die Foto Konijnenberg Wochenaktion: Das Samsung WB650 Urlaub-Set diese Woche für nur € 199;00: ~http 	neutral
Endlich ein anständiges Piericng für die Zunge gekauft; ich kann wieder reden!	positive
Mein Daumen faengt an zu kratzen Dc	negative
Französische Revolution von 1789 - ein kurzer Überblick ~http 	neutral
Auch ich muss mal wieder arbeiten gehen :D	neutral
Und manchmal nervt es; dass NewYorker keinen Onlineshop hat. D:	negative
...morgen warsch. eLp mit den besten Mädis :) ...ennnnnndliich wochenende....guck mir jz GZSZ an :)	positive
MORGEN !!! SAMSTAG !!! LUST N LOVE !!!! LIVE !!! ROADRUNNER'S ROCK & MOTOR CLUB !!! U-Bhf Senefelder PLatz !!! AB 11 g… ~http 	neutral
in letzter zeit will ich nur noch schlafen	neutral
Wer fordert jetzt ein Fernsehverbot von G. #Depardieu?	neutral
Jemand interesse an ein Sony Ericsson Satio? 1 Jahr noch Garantie.. Melden ;&gt;	neutral
Heute Essen war supii :**  hBa dich lieb	positive
Wünsch dir was  ~http 	neutral
Komme zu „Festliche Konzert Gala 2010: DON KOSAKEN CHOR SERGE JAROFF“ Sonntag; 7. November von 16:00 bis 18:30 .... ~http	neutral
Ist es nicht süß? :P ~http 	positive
Aktion Jackson was los wo bleiben die Lappen die du schicken wolltest?@Sinnhat21	neutral
Dieses Video musst du dir ansehen! -- glenn frey - the heat is on video ~http  via @user muß sein ^^	positive
So; jetzt erstmal anziehen & arbeiten gehn ... xD	neutral
Markt: Suche Reitbeteiligung in Dresden - Kleinzschachwitz ... ~http	neutral
gibt gleich Nachhilfe .. 2 Stunden lang :/ naja egal  ;D .. Morgen Montag ..oooooh kein Bock alter. Nur noch 12 Tage dann endlich 15 :D	na
... erinnern wir uns: Deutsche Steuerhinterzieher verursachen 10 mal höhere Schäden als der gesamte deutsche Sozialetat beträgt!!!	neutral
#nowplaying wir sind helden - die ballade von wolfgang und brigitte	neutral
Website zum 25-jährigen Zelda-Jubiläum geht online: Nintendo hat heute die japanische Website zum 25-jährigen Ju... ~http 	neutral
Mit Pfeil im Gesicht??	neutral
Plant ein Wochenende in Hamburg. Tolle Stadt; tolle Leute!	positive
Modebewusst; Links; BMW.@~http  #Hohmann-Dennhardt: Eine rote Dame für #Daimler (von Lisa Nienhaus) ~http	neutral
Unser Angebot für Latinisten und andere Philologen: ~http  #latein #mittelalter #ausonius #philologie #verlag #kliomedia	neutral
Er fliegt immer an der Wand lang und macht 'pfffffffffff' oder so.	neutral
Nachholbedarf beim E-Antrieb: Audi forscht in China - News - FOCUS Online ~http	neutral
Und am Ende der Straße steht ein Haus am See.	neutral
Dana International? Kommt wohl grad in den Stimmbruch... #esc	neutral
man scheis schule! könn mich alle ma! scheis lehrer! sollen sich doch alle figen!	negative
"KOLOBRZEG.DE bzw. KOLBERG-URLAUB.DE verbessert das PageRank auf ""4"" und zieht damit mit dem offiziellen Portal der Stadt gleich!"	neutral
Ich bin morgen bei #twremen die mit 'nem älteren werdertrikot von boenisch (2) :)	neutral
Hier sehen wir den weltberühmten Schriftsteller im Begriff; sein jüngstes Manuskript einzuwerfen... (Snoopy) :D	neutral
"Heise-Forum zum iPhone: ""und wenn du eine Tastatur hast - dann hast du auch kein iPhone.."" ""ein Smartphone sie zu knechten..."""	neutral
coco bar mit Maria; Ahmed; Riyat und Bertan :D	neutral
Photo´s online bestellen; einfach auf sn......sh herunterladen und sogar bearbeiten; easy	neutral
der aktuelle Sportplan ~http 	neutral
MAD Plastic Fantastic! Neben unseren extrem populären; sehr fängigen Imitationsködern aus Plastik bieten wir jetzt... ~http 	neutral
Die Erfahrung ist wie eine Laterne im Rücken; sie beleuchtet stets nur das Stück Weg; das wir bereits hinter uns haben. Konfuzius	neutral
#Petition Anlegerschutz: Unterstütze die Forderungen nach strikter Kontrolle der Banker ~http  #toobigtofail #finanzkrise	neutral
wie süß *-*	positive
Twitter-Gewinnspiel von SE: @user folgen; #WinSatio posten und ein Sony Ericsson Satio gewinnen	neutral
Verdammt; war der Film cool! #fastfive	positive
#ISP #Domains : Preiserhöhung für #TLD .tc ( #Turks- & Caicosinseln ) um 1;50 € - NEU 22;50 € für 1 Jahr - ~http 	neutral
Schaue jeden Tag bei @user vorbei!	neutral
2nd Level im Microsoft Umfeld zu besetzen: näheres hier ~http  oder direkter Kontakt	neutral
Nich daa - ma eben weech.	neutral
Ich hab das mal ausgerechnet. Komme auf 6743 Jahre Beziehungspech durch Unterbrechungen von Kettenbriefen.	neutral
Hergeschaut! Nintendo auf der GDC ~http 	neutral
Eine phantastische Sängerin ist Toni Childs. ~http 	positive
Ändere Deine Worte; dann ändert sich Deine Welt!    ►► VİDEO  ~http 	neutral
Der @user verträgt glaub ich nur den Fusel aus dem tetrapack am besten vom günni	neutral
Kleinanzeigen: Sony Ericsson Xperia X10 mini Pearl/White Pink in Magdeburg: Ich verkaufe mein... ~http  Magdeburg Anzeigen	neutral
ich will meine Kamera jetzt. sofort. meeeeh ._. und ich Doofkind hab auch noch meinen Stick mit den Fotos in der Akademie vergessen &gt;_&gt;	negative
Der gestrige Abend war.. kaputt.	negative
Fuck. Ich bin krank. Letzte Nacht gebrochen und heute total im Arsch.	negative
Handy-Markt: Samsung und Apple stoßen Nokia vom Thron ~http  via @user	neutral
Schweinefleisch-Produzenten wollen Probleme selbst lösen ~http  via @user	neutral
Endet heute: Hilton - Sparen Sie 35% bei Ihrer Buchung von mindestens 2 Nächten im Hilton Antwerp mit diesem Hil... ~http	neutral
"Ganz frisch: ""Plan B"" von unserem Debütalbum ""KonTakt"" - sexy compiliert: ~http "	neutral
Testankündigung - Xtreme cellulite Creme... ~http 	neutral
Nicht Gesund; aber Mitten im Leben: Foto des Monats: September 2010 ~http 	neutral
und dann kommt der Tag an dem die ganze Welt unter dir zerreist...	negative
Coripa Maßkondome - Heute letzter Verkaufstag - nur noch bis Mitternacht bei uns erhältlich: ~http  Jetzt noch zugreifen!	neutral
Wechsel von XING zu LINKEDIN...ist es von Vorteil oder wieder nur ein Zeitfresser? ~http  Mein Tipp: Zu LINKEDIN WECHSELN	neutral
Update für Deutsche Samsung Galaxy S2 mit dem DBT Product-Code via KIES	neutral
Ausführliches Qype-Profile-Update erfolgt: ~http	neutral
die jugend heutzutage..	negative
"Definiere ""Erzählstruktur""! #verwirrterGeldgeiler #Domian"	neutral
Mit einem Retweet an der Verlosung von 15 Nintendo DS teilnehmen =&gt; ~http  für Affiliates + Retweets	neutral
"Kolumbien & Gesundheitstourismus: Vom 18. - 19.05 wird auf dem 1er ""Encuentro Internacional de Oportunidade… (cont) ~http "	neutral
Sitze in der Schule und teste mein Google Twitter Gadget	neutral
Wie findest du die werbung von katy perry auf prosieben?	neutral
Unglaublich; dass es immer noch Blogs ohne RSS-Feed gibt...	negative
#einkaufen #sparen #1: Samsung EB-K1A2BEBEGSTD Akku mit Gehäuserückseite für Galaxy S II: Samsung EB-K1A2BEBEGST... ~http 	neutral
"Nächstes mal werde ich Microsoft Sam ""Nooo"" sagen lassen und daraufhin dem Patienten sagen: ""Computer sagt nein..."""	neutral
Angebotswochen für Tattooentfernung haben begonnen...	neutral
Unsere Marke: PDS ® Performance Development System; ein ganzheitlich-systemisches Entwicklungs-Konzept für Personen + Unternehmens + Org.!	neutral
Weihnachtsmarkt war geilo. Jetzt nach hause und dann überlegen was als nächstes anliegt :)	positive
Ja geil Noiceroom is dick! Lass ma abgehen!!!	positive
HEUTE 02.07.10 Jam Session |Start 21:00 Uhr| Eintritt 2€ (Vereinsmitglieder frei) ~http	neutral
Für alle; die wissen möchten wir man ein Gespräch ganz einfach in Richtung XYZ lenkt:... ~http 	neutral
Tagesstatistik: 308 neue Beiträge; 16 neue Themen; 12 neue Galeriebilder! Verpasst? ~http 	neutral
Rheinterassen mit Helena - Sonnenanbeten Folge 2	neutral
Rommel und kein Friede: Darf man einen von Hitlers wichtigsten Kriegern; nämlich den Generalfeldmarschall Erwin ... ~http 	neutral
Die kolumbianische Künstlerin Raquel Hofer beteiligt sich am Freiluftsymposium vom 30.08.-3.09. in Neuenrade ~http 	neutral
Wohnen - Ideen & Inspiration: Am Wochenende macht man es sich doch am liebsten gemütlich; oder? Zumindest am Son... ~http 	neutral
Drucker-Sonderpreise: z.B.: Samsung ML1860 um 35;- Euro; Canon MX360 um 49;- Euro; Canon LBP5050N um 135;- Euro exkl. MwSt. Unglaublich!	neutral
Ich mache keinen #ff weil ich faul bin oder so; ich vergesse nur immer wann grade Freitag ist :'D #nurzurinfo	neutral
#MNvienna FHWien grüßt Dejan Palalic und freut sich auf den MobileMonday #momoat //mg	neutral
freundin is da :D	positive
Wir haben zwei neue Outdorseite in unserer Blogroll: Freiluft-blog (~http  und Trekking | Blog (~http )	neutral
Ach ich liebe mein Samsung Galaxy S mit Android ..und Danke Appel du hast gezeigt wie ein Smartphones sein muss	positive
iPhone Apps Update: Erde und Weltall - Die neuen Irrtümer der Allgemeinbildung | Leseprobe (books): .. ~http  ~http 	neutral
Soziale Netzwerke wie #Facebook oder #Xing werden bei der Polizei bei der #Fahndung nach Verkehrsündern immer beliebter. ~http 	neutral
Dieses Video musst du dir ansehen! -- Hate2Lose- Skaten und Konzert Kassel ~http 	neutral
Machst du dann dieses Zeitraffer mit Power Director oder mit Sony Vegas weil mit(@YouTube ~http )	neutral
Ist mal wieder auf dem Weg nach Mannheim. Schön. Und wieder ein mal ist die Klimaanlage ausgefallen. Nicht schön.	na
Ja das wars :) aber jeder tag mit dir ist toll &lt;3	positive
wasfür ein fetter sound: get well soon - und legal kostenlose live ep ~http 	positive
oh schon fast vier :/ warum bin ich denn noch wach??	neutral
Geld sparen und verdienen ~http 	neutral
Die Sparkassenkunden im Freistaat geben wieder Geld aus − vor allem für Häuser und Grundstücke. ~http  #Kredite #News	neutral
Kostenlos inserieren im Anzeigenverteiler anzeigenschleuder ~http	neutral
Fußball & seine Rolle im südafrikanischen Nation Building - Prozess ~http  ~http	neutral
"Haben uns im Festival Walk ""True Grit"" angeschaut. Klasse Film -- und mit sehr nettem Humor..."	positive
"F.A.Z.-Blogs ""Mühsam richtet sich die Generation 40plus im digitalen Leben ein"" ...~http "	neutral
Und schon kommt einem das Leben ein kleines bisschen grauer vor...	negative
Zuckerrübenernte auf Rekordniveau! Wenn deine Lokalzeitung damit eröffnet ist es an der Zeit in eine Großstadt zu ziehen.	negative
Neu - erkunden Sie die Vulkaneifel mit unseren Pedelecs! Ein eingebauter 250KW Elektromotor unterstützt Sie... ~http 	neutral
Verfügbar	neutral
Ich hab endlich nen Kleid für die Silberhochzeit meiner Ellies!!	positive
Neubau von eleganten Eigentumswohnungen mit Fahrstuhl - Top Innenstadtlage - Wohnung; 26135 Oldenburg Kaufpreis: 167… ~http	neutral
Doppelganger Week: @user besitzt meiner Meinung nach leichte Ähnlichkeit mit ... ~http  ?! ;-)	neutral
beim chatten erhält man häufig schnellere Antworten als bei twitter --&gt; chatten gespräch verläuft schneller	neutral
#ISP #Domains : Preiserhöhung für #TLD .com.ph ( #Philippinen ) um 1;00 € - NEU 100;00 € für 2 Jahre - ~http 	neutral
Heute werd ich gefirmt :D	positive
Neue Nike 6.0 Shoes eingetroffen! U. a. ~http 	neutral
Das Foto Konijnenberg Kenner-Angebot: Das Sony SLT-A55 Starter Set aktuell für nur € 739;00: ~http	neutral
"ich les gerade; dass eig. johnny depp und noch so eine andere das paar bei ""titanic"" sein sollten; sie es jedoch ablehnten ;D"	neutral
Folge dem kopf; oder so.	neutral
anthropogen - vom Menschen gemacht - man lernet nie aus	neutral
ARD-Buffet-Wandertag / Die Vorbereitungen für Sonntag sind in den letzten Zügen.Die letzten Infos für alle Teilnehmer: ~http 	neutral
Keine Halterhaftung bei Parkgebühren: ~http	neutral
Spieglein Spieglein an der Wand; welcher ist der beste Tweet im Land?	neutral
Suche eine Tasche für mein Acer Iconia Tab A500 und diesen neuen Akku für das Samsung Galaxy S2?	neutral
die Dokomi war so toll &lt;3 Hoffentlich kann ich die Mädels alle bald wiedersehen (vl. nach meinen Umzug oder so)	positive
Man nehme 1 Kilo Nudeln multipliziere es mit 2 Litern Cola und man erhalte mein Abendessen.	neutral
kein Twitter im Reich der Mitte ~http 	neutral
"Veranstaltung Köln: ""Caipirinha Latina"" - Samstag 03. Sept. im Petit Prince ~http  von Salsa bis Reggaeton"	neutral
Trend Drinks: Mit Fotos von Oliver Schwarzwald - von Arnd Heißen - Edition Styria. ~http 	neutral
meine fam ist auch in munchen	neutral
Weil es nicht gestellt ist. ~http 	neutral
Diät gefällig? ~http 	neutral
Wir wünschen allen Kunden und Freunden unseres Weinguts ein gesundes und erfolgreiches neues Jahr!	positive
haha megan fox folgt mir	neutral
GC: The Last Story und Pandora´s Tower kommen nach Europa: Ebenfalls von Nintendo jetzt offiziell und endgültig ... ~http 	neutral
Die Vor und Nachteile von Social Media Marketing &gt; Facebook; Twitter  ~http 	neutral
Ich habe ein neues Foto auf Facebook gepostet ~http 	neutral
Etwas bessere Laune: Heut Mittag gibt es Kaiserbraten mit Sauerkraut :)	positive
Gulp says: MS Security Essentials RTM - kostenloser AntiVirus von Microsoft - Jetzt herunterladen - ~http 	neutral
Eignung der Windkraftnutzung / Windkarte D: ~http  // Positionspapier Windenergie e.V.: ~http 	neutral
Also E-Technik war glaub ich in Ordnung. Physik war mehr oder weniger schlecht. :( so ein Mist. Muss es wahrscheinlich nochmals schreiben :(	negative
Kampf um Bahnhof: Kretschmann rückt von Stuttgart-21-Gegnern ab - SPIEGEL ONLINE - ~http	neutral
Ich verkaufe auch meinen Sony Heimkino Dolby Pro Logic Receiver mit 2 Boxen. Momentaner Stand: 10;01€ läuft heute ab ~http 	neutral
Leider noch ein paar Tage nur Mobiles Internet… werde mich aber nächsten Freitag bei allen #FF´s revanchieren :-) DANKE!!	na
Da kommt man gestresst nach Hause und das Bett ist abgebrannt... Es gibt diese Tage da sollte man einfach zu Hause bleiben...	negative
Wenn es eines ist; was ich nicht ausstehen kann; dann sind das Lügen.	negative
Wer auf dem Holzweg ist; sollte Leim dabei haben.	neutral
aber nachher ab 14 Uhr  gibts dann Frühstück und Mittagsschlaf. freu :-)	positive
Neue Einträge im Gästebuch ~http 	neutral
Video schneiden. ;D	positive
#1: Samsung EB-K1A2BEBEGSTD Akku mit Gehäuserückseite für Galaxy S II: Samsung EB-K1A2BEBEGSTD Akku... ~http  #handy	neutral
Ich habe den Kanal von CuteBlondieYulie auf YouTube abonniert (~http ).	neutral
reife-freche hat einen Chat er&ouml;ffnet. ~http  ~http 	neutral
Levin+Westermann+-+Schimmelpilz+als+Zwiebelmuster ~http	neutral
Kopfschmerzen X___x - Der heutige Arbeitstags war echt anstrengend. Heut geht's früh ins Bett...	negative
Ich hasse es; wenn ich bei Passwörtern so kreativ war; dass sie mir selber nicht mehr einfallen...	negative
Bing: Für 2;5 Milliarden Dollar Umsatz hat Microsoft 5 Milliarden Dollar ausgegeben. ~http  #bing #ms	neutral
Klar; 20°C; Wind: 4 km/h SSW (20:00) #Luzern	neutral
