ID,Stance
K.O. SCHLAGMERKEL ANGEZÄHLTWERFT EIN WEISSES HANDTUCH IN DEN RING!!#merkelmussweg@Alice_Weidel@AFD_HD@SteinbachErika@AFD@MalteKaufmann@Beatrix_vStorch@Joerg_Meuthen@AFDimBundestag@AFDBerlin@AFDKompakt@PoggenburgAndre@christianlueth https://t.co/nsIomJNI8F,positive
"schade, dass es ""Dr. Alice Weidel [AfD] cremt sich demonstrativ die Hände ein"" nicht ins Protokoll geschafft hat https://t.co/WLiQvCLmwI",negative
"Retweeted Dr. Alice Weidel (@Alice_Weidel):++Drohender #Justizkollaps durch #Asyl-Klageflut erfordert grundlegende Asyl-Reform++Um den aktuellen Klageberg schneller abzubauen, müssen Verfahren vereinfacht und... https://t.co/2iRRFvWp1d",positive
,negative
"Weidel steht hinter dem Vergleich des AfD-Vorsitzenden Alexander Gauland, der beim Bundesparteitag in Augsburg die aktuelle politische Situation in Deutschland mit dem Niedergang der DDR im Jahr 1989 verglichen hatte. https://t.co/yMejV0cjmE",neither
Hallo @AfD @AfDLSA @AfD_Sachsen @AfDimBundestag @BjoernHoecke @Alice_Weidel @Beatrix_vStorch @PoggenburgAndre @Joerg_Meuthen @JensMaierAfD Schon gesehen? 😱 https://t.co/qGq0BBBB7z,neither
"@Alice_Weidel @Volker_Muenz Eins muss ich noch loswerden, liebe Frau Dr. Weidel. Ich frage mich, warum Sie schon vor Abschluss der Ermittlungen wissen, dass die Täter aus dem linksextremen Umfeld stammen. Vielleicht ist es ja auch nur jemand aus dem persönlichen Umfeld von Herrn Münz, den Herr Münz z. B.",negative
"@Stracki267 @AdrianBi_ @DamianKublik @Alice_Weidel @AfD Ich frag mich, was Frau Weidel macht, wenn ihre .@AfD eines Tages auf den Trichter kommt, daß lesbisch sein ja auch gänzlich ""undeutsch"" ist.",negative
@Alice_Weidel Sehr gut kommentiert Frau Weidel 🇩🇪🇩🇪🇩🇪👊😀🌟🎰,positive
"AfD - Dr. Alice Weidel: ""Merkel hat aus der BRD eine Bananenrepublik gemacht"" https://t.co/Fq1LQ5b9JL",positive
"Retweeted Dr. Alice Weidel (@Alice_Weidel):Angela #Merkel hat in ihrem FAS-Interview mehr als deutlich gemacht, dass sie jegliche Souveränität abzugeben bereit ist, die Bundesregierung folgt ihr bereitwillig. Für... https://t.co/BjydF94Y6c",positive
"AfD-Fraktionschefin Weidel offen für Koalition mit #CSU  https://t.co/qx861o4uDZ  warum wechseln #Seehofer, #Soeder, #Dobrindt and Friends nicht einfach zur AfD - Wahlkampf dafür machen sie ja bereits",neither
"Alice Weidel befindet sich auf der Jagd. Na dann, ein Lied … https://t.co/5KFo9z94nq",negative
@fruchtmax z.b. @Alice_Weidel die Hexe,negative
@Alice_Weidel Liebe Frau Dr. Weidel! Danke!!! Aber bitte sagen Sie mir wie Sie es ändern!?,positive
@ARD_BaB @AfDimBundestag @CSU @AfD @Alice_Weidel Frau Weidel hat absolut Recht. Die Forderung von Grenzkontrollen hatte die AfD schon im letzten Jahr vorgeschlagen wurde aber von allen anderen Fraktionen im Bundestag einstimmig abgelehnt sprich auch von Seehofers CSU. Das ist alles ein Witz um Wähler zu täuschen betreffend B-LW,positive
,positive
"Auf diese Fragen hat Alice Weidel keine Antwort mehr  https://t.co/2UFnnYvTTbEntlarvt, wieder einmal. Und jede Menge Volkspfosten sind zu dämlich, den blaubraunen Verein mal wirklich zu hinterfragen. #AfD",negative
"@Alice_Weidel Frau Weidel, welche Hymne singen Sie morgen eigentlich? Die Schweizerische? Oder doch bald die Deutsche?",negative
@Alice_Weidel Einfach ein tolles Statement von Alice Weidel. Jeder der anders darüber denkt ist ein fehlgeleiteter Irrer. Aber die meisten Deutschen versuchen heutzutage den Hammer mit einem Nagel in die Wand zu kloppen,positive
"#AfD Weidel bezeichnet die Forderungen nach einem erneuten #Brexit-Referendum als undemokratisch. Noch Fragen? (der Vollständigkeit halber: sie bezieht sich auf die #FDP- aber das ist egal, viele Briten wollen das auch)#AfDimBundestag",negative
,positive
"@masterpiece_tb @Alice_Weidel Na Gott sei Dank ist die liebe Frau Dr. Weidel nicht in der Position, etwas zu unternehmen. Denken Sie mal darüber nach.",negative
"@BMI_Bund @tagesschau Oh nein, er wurde gefasst? Worüber soll sich den Dr. Alice Weidel nun aufregen?",negative
"@Alice_Weidel Wenn diese Dr. #Weidel die geltenden Regeln nicht zur Kenntnis nimmt, soll sie Ihren Doktor zurück geben.",negative
"@rusiu_ciela @Alice_Weidel ""Liebe Alice"", ""Ali"", ""Trixie"". Wenn ich das schon höre. Glaubt Ihr, die würden Euch an ihren Kaffeetisch einladen? Nein, sie werden ohne Euch dort sitzen und sich darüber kaputt lachen, dass Ihr Euch so leicht verscheißern lasst.",negative
@Alice_Weidel Liebe Frau Dr. Weidel. Auch Sie betätigen sich als Orakel. Ich habe es schon Herrn Münstermann gesagt: Das ist keine seriöse Politik.,negative
"@detektei1999 @AfD Sehen Sie, so denke ich z. B. über die liebe Frau Dr. Weidel, Frau von Storch und Herrn Alexander Gauland.",neither
"@Alice_Weidel 1. Herr Orban, liebe Frau Dr. Weidel, wurde nicht leichtfertig als Populist herabgewürdigt. Er ist per definitionem ein Populist, übrigens genau wie Sie. 2. Frau Merkel reiht sich bei Orban nicht als Bittstellerin hinten ein, sondern,, sie lädt ihn nach Berlin ein, um mit ihm",negative
"@Alice_Weidel @AfDimBundestag @TobiasMPeterka Passen Sie jetzt Ihre Sprache der Ihrer Wähler an, liebe Frau Dr. Weidel?",negative
"Dr. Alice Weidel (AfD-MdB) ""#Seehofers Pläne sind „nur wahlkampftaktische Nebelkerzen, die CDU/CSU ist völlig konzeptlos"" #ltwby #ltwby18",positive
"@Alice_Weidel Danke, liebe Frau Dr. Weidel für diese Ansage. Viele derer die hier gegen ihre Ansage schreiben, wissen ihre Worte erst zu schätzen, wenn sie selbst betroffen sind. Ohne die AfD, wäre das Thema klein gehalten worden.",positive
@Alice_Weidel Haben Sie auch andere Themen Frau Dr. Weidel? Sie langweilen mich die letzten Tage ein wenig.🙄🧐🙋‍♂️💤 Und #Boredom ist nicht die Nachbarinsel von #Usedom 🤓😊 https://t.co/PxskmraSJy,negative
"Dr. Alice Weidel (@Alice_Weidel) hat getwittert:Was sagen Sie den Eltern der ermordeten #Susanna, Frau Merkel? https://t.co/fHBupNnQY9 https://t.co/sBT1Y0hQI8",positive
"Dr. Alice Weidel (AfD-MdB) ""Wenn Herr #Seehofer der die ganze Zeit über die Politik der #Kanzlerin mitgetragen hat, jetzt urplötzlich die AfD Positionen für sich entdeckt, dann sind das alles nur Nebelkerzen"" #ltwby #ltwby18",positive
Dr. Alice Weidel (AfD) Erzählt Der Regierung Faktenhttps://t.co/apCSY6ImDV #stadtbergen #augsburg #münchen #ulm #stuttgart #frankfurt #berlin #bamberg #bochum #düsseldorf #bremen #hamburg #kiel #flensburg #dresden #zwickau #passau #leutkirch #kempten #tegernsee #rosenheim,positive
"@Alice_Weidel Frau Dr. Weidel Sie haben,  wie immer, recht. Gute Rede!! Machen Sie bitte weiter so! Danke!",positive
Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/Hp12ViaKO7 AfD - Dr. Alice Weidel wird immer mit denselben,neither
@Alice_Weidel Liebe Frau Weidel: Die AfD muss darauf weiter aufbauen - Deutschland zuliebe. Der atemberaubenden politischen Dummheit ein Ende setzen. Klug sein und bleiben. No more major fuck-ups. Bitte! #AfD #Gaulandgate,positive
AfD im BT * Dr. A. WEIDEL * Claudia Roth tragbar? Säkularisierung und De... https://t.co/X6xAir73Q9 via @YouTube,positive
"@Alice_Weidel Es war kein Kompromiss, liebe Frau Dr. Weidel, Frau Merkel hat sich durchgesetzt. Und das ist gut so.",negative
"@RolandGretzler @SteinbachErika Widerliche Person bist du golani-doof, Dr. Alice Weidel ist intelligente, Hochachtungsvolle Zukunft Deutschlands.",positive
"@Alice_Weidel Liebe Frau Weidel, worauf bezieht sich Ihre Zahl von 100 000 Illegalen....illegale was? Bananen für die Bananenrepublik? Im Übrigen Liebe Frau Weidel, die Bananenrepublik hat Sie und Ihres gleichen in den Bundestag gewählt!",negative
"@Alice_Weidel Wissen Sie, Frau Dr. Alice Weidel, beim Fußball geht es unter anderem um Fairness und Respekt.  Davon haben Sie sicher keine Ahnung. Fußball hat auch nichts mit Politik zu tun; aber Sie vermischen ja gerne Äpfel und Birnen. #AFD #WM2018",negative
"@Alice_Weidel Das, Fr.Dr. Weidel, ist gelogen. Und Sie regen sich über Fake News auf? Erstmal an die eigene Nase fassen!",negative
"Die afd möchte die Wehrpflicht ,,definitiv“ wieder einführen und das Waffenrecht lockern, erklärt Alice Weidel im ,,Eins zu eins“ Interview im WDR.",neither
"Hier eine der besten Reden von @Alice_Weidel , die es nicht besser begründen könnte, WARUM ich als konservatives Ex-#CSU heute NUR NOCH #AfD wählen werde, BIS wieder Recht und Ordnung herrscht. Und daran ändert auch kein #Vogelschiss eines @AG_AfD nichts! https://t.co/tjJf1MuX1f",positive
"@ChrisGe38861433 @Alice_Weidel Wen möchten Sie denn gern? Die gute Frau Dr. Weidel, oder so einen jungen hübschen, wie den in Österreich?",negative
@EvMa2000 @KeineAFD2017 @ContraAfD1 @Alice_Weidel Die Weidel bedankt sich bei der falschen Person.Der ganze Mist geht eindeutig auf Seehofers Kappe.,neither
"@Alice_Weidel Was wollen Sie hier eigentlich, in meinem schönen Deutschland, Frau Weidel? Es war so schön - ohne Sie.",negative
"@Alice_Weidel DDR-Vergleich war als ""Wehret den Anfängen!"" gemeint. Richtig, Frau Dr. Weidel! Stasi2.0 gibt's schon. Danke, dass Sie sich so überzeugend für die @erasmusstiftung einsetzen! #Waffengleichheit=zusätzliche 60-80 Mio. € für #AfD! #AfDBpt #Augsburg #AfDBpt18 https://t.co/Ukttq75t7w",positive
Interview mit Dr. Alice Weidel beim 9. AfD-Bundesparteitag in Augsburg 2... https://t.co/cs5zNmbTLR via @YouTube,neither
"Hinter der Fichte stehen doch schon Ihre Wähler, Frau Dr. @Alice_Weidel. https://t.co/1BNeGLVKWg",negative
,negative
@Alice_Weidel Deutschland braucht ganz betimmt nicht die #AFD vor allem keine @Alice_Weidel. Nur die Doofen wählen #AFD weil doofe eben doofe wählen.,negative
"""Fraktionschefin Alice #Weidel hat angekündigt, die #DesideriusErasmusStiftung solle 'als Ideenschmiede der #AfD wichtige Impulse für die politische Arbeit in unserem Land geben'.""https://t.co/zmZXQgcGCH",neither
"@Alice_Weidel Das, liebe Frau Dr. Weidel, ist die Schuld der Wähler und solcher Menschenfeinde, wie Sie einer sind. Und nicht schon wieder lügen. Es waren nicht 65 % aller Türken hier, sondern etwa 65 % der Wahlberechtigten. Wahlberechtigt waren 50%. Also waren es ca. 1/3 aller Türken hier.",negative
"@Alice_Weidel Frau Dr. Weidel, kann man da nicht rechtlich gegen vorgehen und diese GroKo wegen Volksverrat,  Rechtsbruch gegen das Grundgesetz, Bruch des Amtseids (Schaden vom deutschen Volk vernzuhalten), Betrug, Täuschung... usw. anklagen???",positive
I liked a @YouTube video https://t.co/O8mGUPoAe7 AfD - Dr. Alice Weidel wird immer mit denselben Fragen konfrontiert,positive
"@Matthias_Kt @b_riexinger oh die letzte rede der weidel , wofür sie eine rüge vom bundestagspräsidenten bekommen hat, wo sie pauschalisiert hat. wegen mir hätte sie dem bundestag verwiesen werden müssen. ein anderer wurde gebeten das rednerpult zu verlassen. gauland will rentenaufstockung nur",negative
"@Alice_Weidel Nur dumm Fr. Dr. Weidel, dass Politik keine monothematische Angelegenheit ist.Die “AfD Politik“ ist für Deutschland in etwa so hilfreich, wie ein KfZ Werkstatt - die nur Scheibenwischer und Reifen wechseln kann.",negative
,positive
"@Alice_Weidel Ist das nicht ein bisschen zu futuristisch gedacht, liebe Frau Dr. Weidel? Die nächste WM findet in gut 4 Jahren statt, na gut, die EM bereits in 2 Jahren. In beiden Fällen müsste Deutschland aber gewinnen, und das sieht zu Zeit nicht gut aus. Verbreiten Sie also nicht wieder",negative
@AfDimBundestag @Alice_Weidel 2. Frage: Wieso stand der Fraktionsvorstand geschlossen nicht auf? #Gauland &amp; #Weidel blieben sitzen. #freuemichaufIhreAntwort https://t.co/l5KcrBYf8M,negative
"#lasttweet Sachlich, unvoreingenommes Interview von @PhilippMenn (WDR) mit #Weidel #AfDWer sich das gesamte Interview nicht ansehen mag, kann auch die Kommentare in Menn´s Tweet lesen.  Mein Fazit: von erschreckender Unprofessionalität, kann das nicht ernst nehmen. Kinderkram. https://t.co/uG3nEEywup",neither
,positive
"Danke @Twitter ! 👍 Es lebe die Meinungsfreiheit!! 🙏👍Auch wenn das der @AfD , @Beatrix_vStorch , @Alice_Weidel , @Joerg_Meuthen und Co. nicht gefällt! #noAfD https://t.co/HZvZCc6f4x",negative
"Weiterhin eine gute Jagd😂, sehr verehrte Frau Dr. Weidel @Alice_Weidel. https://t.co/CnMOyENRIC",positive
"Ich darf mal euren Text korrigieren: Steuerflüchtling Alice Weidel, mit Wohnsitz in der Schweiz, fabuliert etwas zu deutscher Politik. https://t.co/4ku6tXBWxv",negative
,positive
,neither
@Alice_Weidel @AfD Alice Weidel soll mal in einer Flüchtlingsunterkunft wohnen,negative
"@Alice_Weidel Die Zahl ist falsch, Frau Dr. Weidel, und Sie wissen es ganz genau. Sie sind nichts anderes als eine dumme Volksverhetzerin und Nazischlampe.",negative
"@Alice_Weidel Liebe Frau Weidel, wie wäre es mal 1 Jahr in Afrika oder in einem Kriegsgebiet leben. Dann klappt’s vielleicht auch mit dem Verständnis!!!",negative
"Retweeted Dr. Alice Weidel (@Alice_Weidel):Wenn diese Bundesregierung nicht in der Lage ist, zu einer Einwanderungspolitik auf der Grundlage von Recht, Gesetz, Ordnung und klaren Regeln zurückzukehren, dann... https://t.co/jrqLvzO9Rr",neither
@Alice_Weidel Ich wähle Frau Dr. Weidel AFD unsere Rettung für Deutschland 🇩🇪,positive
"@de_sputnik @AfD Frau weidel vom braunen Abtritt, sie kann ""bitte"" sagen?",negative
"@Alice_Weidel @AfD Wo zahlen Sie nochmal Ihre Steuern, Frau Dr. Weidel?",negative
"@AfD Gestern und heute, liebe Frau Dr. Weidel, habe ich mal Ihren Kollegen Poggenburg auf seiner Seite besucht. Mein Gott, dagegen decken Sie ja nur den Kindergarten ab. Wer schwarz auf weiß wissen will, was in der AfD wirklich abgeht, der liest da mal nach. Morgen gucke ich mal bei",negative
@NDDeWaarheid Wie Alice Weidel in Ihrer brillanten Rede so schön sagte: Deutschland ist das Land qualifizierter Auswanderer und unqualifizierter Einwanderer geworden!,positive
"@WELT_Politik Es gibt sie noch, Politiker, die Hirn und einen gesunden Menschenverstand haben. - Danke, Dr. Weidel! Danke, AfD!",positive
"@AfD 10-jährige: Wo war das, liebe Frau Dr. Weidel? Wer war der Täter? Ihre Quelle?Frau in Freiburg: Warum hat die AfD-verseuchte Öffentlichkeit nicht eingegriffen? Wer solche Freunde hat braucht keine Feinde.",negative
Alice Weidel: So genial hebelt ein Journalist die AfD-Politikerin aus – bento https://t.co/S3paiZrBGU,negative
"@Alice_Weidel Danke, Frau Dr. Weidel für diese so klaren Worte. Stellvertretend für uns alle in diesem Land, die Angst vor einer Politik einer Kanzlerin #Merkel haben, wie wir sie auf unseren Straßen täglich sehen müssen.DANKE, DASS SIE FÜR UNS UND 🇩🇪 IM DEUTSCHEN BUNDESTAG SITZEN!!👍🏼",positive
,positive
"@AfD @Alice_Weidel Es freut mich wirklich sehr Frau Dr. Alice Weidel . Uns Wählern ist aber auch sehr bewusst , das Sie mit Ihrem Einsatz für Deutschland 🇩🇪 mehr getan haben als alle anderen von den alt Partein ! Ihr Name steht für Glaubwürdigkeit und einen sauberen frischen Politikstil ! Danke !",positive
"Dr. Alice Weidel (AfD-MdB) ""Deutschland profitiert mit Nichten vom Euro, ganz im Gegenteil, alle Sparer, Rentner und nachfolgende Generationen werden um ihre Ersparnisse gebracht"" #ltwby #ltwby18 ... mehr Video-&gt; https://t.co/wtJ5MAwlBC",positive
,positive
"Kein schöner Beitrag, aber ein sehr sehenswerter Beitrag :) Schön gemacht von Moderator Philipp Menn!#WDR #Weidel https://t.co/Y8geFNv7G7Hier zum Nachlesen: https://t.co/Pg6BamrAz5",negative
"Dr. Alice Weidel in Hofheim, Veranstaltung der AfD im Main-Taunus-Kreis https://t.co/l9r4t4Qr5c via @YouTube",positive
#AfD Meuthen klagt den Steuerstaat als unsozial an und hat in seiner obersten Führung einen Steuerflüchtling Weidel zu sitzen. Brav Meuthen!🤣🤣,negative
"@Alice_Weidel Genau deshalb, liebe Frau Dr. Weidel, habe ich die CDU mit Frau Merkel gewählt. Und ich bin froh, dass wir heute noch verschiedene Meinungen haben dürfen. Mit Ihnen und der AfD als Regierung wäre dieses Recht wohl in Gefahr. Mich erinnert einfach alles an den ""Vogelschiss""..",negative
"@Alice_Weidel Ich, liebe Frau Dr. Weidel, habe sie nicht unterstützt. Gott bewahre!",negative
"@Alice_Weidel @AfD_Bayern Alice ,ich freu mich auch drauf. Und ich freue mich auch auf die Wahlen in Hessen, um ein Zeichen zu setzen.",positive
"@tyramizou Dr. Alice Weidel💙 ist durch&amp;durch Deutsche .,👁️💙💙 Ihr Herz schlägt für Deutschland und deutsche Demokratie und Freiheit.,",positive
"@Alice_Weidel Frau Dr. Alice Weidel wir unser Bezirk wird Ihnen und die AFD zu 100 % unterstützen, denn nur die AFD ist diejenige Partei, die für Deutschland kämpft und für ein Freies Deutschland ist - ohne Merkel geht es besser , keiner braucht eine Eid-Verräterin Merkel - Wählt AFD -",positive
"Bestätigt das Frau Dr. Alice Weidel, Mitglied des Deutschen Bundestages:""Burkas, Kopftuchmädchen und alimentierte Messermänner und sonstige Taugenichtse ❗️""Die schmierigen Heuchler wie Schäuble protestieren gegen diese treffliche Schilderung❗️ https://t.co/w0bgksQhmH",neither
"@Alice_Weidel Es mag ja sein, liebe Frau Dr. Weidel, dass Tunesien im Rahmen seiner Gesetze verantwortungsvoll handelt. Ich weiß es nicht. Ich kenne das tunesische Recht nicht und kann mir deshalb kein Urteil erlauben. Und ich lege meine Hand dafür ins Feuer, dass Sie das auch nicht können.",negative
Also: Weidel und Gauland raus aus der AfD oder diese low energy Partei von AfD raus aus der Regierung.,negative
"Dr. Alice Weidel (AfD) Erzählt Der Regierung Fakten (06-07-2018) https://t.co/QNCyHlfGjj via @YouTube  Sehr gute Rede. Frau Dr. Weidel von der AfD, trifft wie immer den Nagel auf den Kopf.",positive
"Eine echte Alternative? Die AfD im #Bundestag – @PhilippMenn im eins zu eins-Gespräch mit Alice Weidel, #AfD-Fraktionsvorsitzende. Via @WDR #Netzlese https://t.co/R2tJ5cMG6i",neither
@Alice_Weidel Liebe Frau Weidel. Danke! Dass Sie für uns alle sprechen. Mich hat dieser Mord zutiefst verstört. Und die Angst um unsere Kinder wird immer größer.,positive
"🌏 Weidel über 100 Tage Groko: „Hundert schwarze Tage für Deutschland!“: Die Große Koalition erntet nach 100 Tagen im Amt scharfe Kritik von allen Seiten, vor allem auch aus dem Lager der AfD. Fraktionsvorsitzende Alice Weidel: ""Was Frau Merkel und… https://t.co/Uw8JSBCs8m ET https://t.co/zzxT4IWw5M",positive
@Alice_Weidel Bravo Frau Dr Weidel - Sie haben hier vollkommen recht ! Allgemeines Asylrecht kann nicht vor den Schutz der eigenen Bevölkerung stehen !Wir müssen sehr genau prüfen wer zu uns kommt ! Wer dies nicht tut handelt grob fahrlässig und hat sich zu verantworten !,positive
Kann ich mir bei Menschen wie Alice L. Weidel gar nicht vorstellen. Und ich würde ihre Solidarität stolz ablehnen! https://t.co/5qtC5xt5Hb,negative
"@Alice_Weidel Vereinfachung und Standardisierung, liebe Frau Dr. Weidel, können doch nicht vorgenommen werden, wenn es um Menschenleben geht, und die Liste der sicheren Herkunftsstaaten kann auch nicht willkürlich erweitert werden. Diese müssten schon sicher sein, wie der Name sagt.",negative
"@AfD Alle Ausländer, also auch Schweizer (A. Weidel), Homosexuelle (A.Weidel), Juden und sonstige unliebsame Menschen wie das ""Pack"" an der Regierung ins KZ und anschließend ... na wir Deutschen haben da unsere Vernichtungs- und Wegsehkultur. Herzlichen Glückwunsch an Euch Rechte!",negative
"@Alice_Weidel Für Kindergärten, liebe Frau Dr. Weidel, für Krankenhäuser, für Straßen, für Schwimmbäder, für Wasserversorgung, für Stromversorgung, für Heizenergie, für Schulen, für Hartz IV- und Grundversorgung, für Polizei und Zoll, nicht zu vergessen für Diäten der Agbeordneten, usw. usw...",negative
"Ein Staat nach den Vorstellungen von Gauland, Höcke, von Storch, Weidel und anderen Gleichgesinnten ist am Ende - und sogar - für diejenigen unerträglich, die gestern noch die AfD gewählt haben. Aber damit haben die Deutschen ja Erfahrung. https://t.co/03A7vaib1V",negative
"@Volli_C @AfD @AfDimBundestag @Joerg_Meuthen @Alice_Weidel @Beatrix_vStorch Frau Dr. Weidel sprach sich klar FÜR die #ErasmusStiftung aus: https://t.co/3sJAmxxK7Q Auch Herr Prof. Meuthen &amp; Frau von Storch werden nicht denen in den Rücken fallen, denen sie ihren Erfolg in den Sozialen Netzwerken verdanken (alle pro DES). Herr Dr. Gauland ist eher neutral.",positive
"@boernison @herrkloeckner @green_in_Fffm Der Maier, die Weidel, der Gauleiter, die Störchin und die anderen AfD Lakaien brüllen doch ständig dazwischen. Wieso ist es umgekehrt dann auf einmal wieder ein Problem?",negative
"Die Dr. Weidel  von der AfD  hat mehr ""Eier in der Hose"" als die ganzen CxU -Schlaffis. Merkel weg.https://t.co/RaPULc2benMit Presseschau gesendet ( https://t.co/v1iIDgES5L )",positive
"Dr. Alice Weidel (AfD-MdB) ""Wie Merkel. Ein Haufen Fehlentscheidungen, aber schön am Stuhl kleben. Hätte Löw nur ein Fünkchen Verantwortungs- und Ehrgefühl, hätte der  Kanzlerinnentrainer schon längst seinen Hut genommen!""",positive
"@ElRey_MUC Ich habe bisher nur Alice Weidel beleidigt, aber begründet. Der Lohn der Arbeit war der Ritterschlag durch ""Jouwatch"": ""Grosse Klappe, aber hohl in der Birne!"" ;-)",negative
@GraphizzleN Immer noch besser als Alice Weidel Zitat Tattoos...,negative
"@Alice_Weidel Bravo Dr Weidel, ich hoffe, dass die vielen Deutschen, die gegen die Politik von rot , grün und Merkel sind, sich trauen werden, endlich den Mund aufzumachen, was sie bisher nicht taten, weil sie - genau wie Sie, AFD und CSU in die Nazi-Ecke gestellt werden.",positive
Also eines muss ma wirklich sagen diese Dr. Alice Weidel ist sowas von cool und sieht sogar noch ganz gut aus besonders wenn ich die sonstigen verkniffenen Weibchen sehe 😹😹😹,positive
"@Alice_Weidel Auch wenn es mit der Fußball-WM nichts war, haben wir einen Weltmeister. Die liebe Frau Dr. Weidel nimmt den Pokal in der Sportart ""Selbstbeweihräucherung für nichts"" mit nach Hause.",negative
@Weltenbummler01 Also #AliceWeidel find ich persönlich Klasse! Und ihre Politik im Übrigen auch 💙👏🏻💙,positive
"@El_Rabiator @Alice_Weidel Ach, Sie meinen mich? Das irritiert mich. Finden Sie, dass Frau Dr. #Weidel eine gute #Lügnerin ist?",negative
"Passt zusammen, wie Alice Weidel und das Bundesverdienstkreuz. https://t.co/lGw6D5pvdo",negative
"Alice Weidel, AfD Führerin erhält Lektion von Tarik Mete - Tabula Rasa Magazin https://t.co/5nsuVwag9g",negative
"@StefanHerreMdL Und wie wird es, wenn die AfD erst die Pendlerpauschale abgeschafft hat? Frau Weidel hält sie ja jetzt schon für überflüssig. Naja....... bei den üppigen Diäten und steuerfreien Kostenpauschalen kann man das ja abschaffen. So sieht dann eine „Volkspartei“ aus...😂😂",negative
@Bleifrosch @brauneluegen @Alice_Weidel Warum sollte Frau Dr Weidel kein 🇩🇪 Steuergeld beziehen? Weil so ein Dummkopf ein Bild Postet mit lauter Lügen?,positive
@Alice_Weidel Nicht beirren lassen Fr. Dr. Weidel!!!,positive
@SFittkau @Alice_Weidel Womit soll die liebe Frau Dr. Weidel weitermachen? Soll die Gute Sie weiter anheizen und verkackeiern?,negative
"@Alice_Weidel Frau Dr. Weidel, wie immer brillant, danke, daß Sie so couragiert und mutig sind!!!!",positive
"@Alice_Weidel Alle Achtung, liebe Frau Dr. Weidel, sind Sie vielseitig. Jetzt interessieren Sie sich auch noch für Fußball. Und Sie werfen Seehofer Stimmenfang vor... Aber macht ja nichts. Das Fangen der eigenen Stimmen ist doch stets anders zu bewerten, nicht wahr?",negative
"@Ulrike_W @Alice_Weidel @AfD Man könnte auch höflich sein und Frau Dr. Weidel wenigstens mit ""Frau Weidel"" ansprechen. Aber anderen die eigene Übermoral aufzwingen! #noGutmenschen",positive
@Wijopeva @Alice_Weidel Da vergleicht man die erstklassige Frau Dr. Weidel mit der klassenlosen Tochter des Roten Pastor Kasner. Was hier absolut unpassend ist das die unterklassige eine erstklassige Industrienation in die Irre führt.,positive
Entsetzen in AfD-Führung: Farid Bang droht Alice Weidel in Song und nenn... https://t.co/5u2E0iyVHs via @YouTube,negative
"Wer Frau Dr Alice Weidel , ich bedanke mich als einfacher Bürger dieses Landes , für ihr politisches Engagement .            Einst war ich der SPD politisch nahe( seit es Gott sei dank die AFD mit Ihnen an der Spitze gibt ) habe ich wieder eine politische Heimat gefunden 👍",positive
Ich mag das @YouTube-Video: https://t.co/20hZTIsSo8 Dr. Alice Weidel (AfD) macht die Regierung fertig 2018,positive
"@Alice_Weidel Was sagen Sie den Eltern der ermordeten Mädchen in Syrien, Frau Weidel? Schieb ab?#Doppelmoral #Rassismus #afd #Susanna",negative
"@Alice_Weidel Der deutsche Steuerzahler, liebe Frau Dr. Weidel, interessiert Sie plötzlich? Sie Heuchlerin.",negative
@Alice_Weidel Nix Neues von Frau Weidel ...immer das gleiche substanzlose Gejaule .....Gääääääääääääähn Frau Weidel https://t.co/C31VCb1GQt,negative
,negative
"@VonSchwer @SPIEGELONLINE Like the Lady Alice Weidel said : "" Wir werden von Idioten regiert "" !!! Nicht mehr lange...",positive
,negative
"@Alice_Weidel Ich finde unsere Jugend macht viel zu wenig den Mund auf zu unserer Politik. Ich finde @Alice_Weidel sollte mal angezeigt werden ich meine, ist das nicht Hetzen? Versuchen auch noch mehr Unruhe zu stiften. Keiner braucht die AFD",negative
"@gaylsenkirchen @ChiefWerner Kleiner Leak vom Chauffeur der Chefin: Frau Dr. Weidel hat Langeweile möchte langsam nach Hause. Sie schlägt vor, dass die #AfD #Gaylsenkirchen zu Themen wie Rente, Bildung, Armut und Infrastruktur bis frühestens 2024 Position bezieht. Eventuell hat sie bis dahin auch eine. https://t.co/daHXy67XUr",negative
"AfD-Weidel: ""Das Beste für Deutschland, wäre ein Ende der Bundesregierung"" https://t.co/QBRLCgGwok",positive
"@cem_oezdemir @JoeKaeser Was hat nun Weidel, AfD, Seehofer, Asyl-Politik mit digitalisierter Arbeitswelt zu tun ?Beschäftigt SIEMENS Flüchtlinge wie MERCEDES, nämlich gesamt 5 ?Hat er sich als Chef nicht noch vor wenigen Monaten erst einem POTUS Trumpf für Mehrumsatz in USA bedingungslos abgebiedert ?",neither
AfD Alice Weidel * WIR HOLEN UNSER LAND ZURÜCK // System Crash https://t.co/gqp3odhxqU via @YouTube,positive
"Dr. Alice Weidel (AfD-MdB) ""Target2-Rekord von einer Billion - Exportmeister zahlt Exporte selbst! Schätzungen zufolge haben die Forderungen der #Bundesbank an andere Zentralbanken des #Euro-Systems im #target2-System inzwischen die Billionengrenze erreicht""",positive
"@DieterSteffmann O-Ton Weidel im Interview mit @PhilippMenn : Er hat mir sein Ehrenwort darauf gegeben, dass er unschuldig ist. Darum glaube ich ihm.Soviel dazu wie #AfD #Rechtsstaat interpretiert u #Soeder et al instrumentalisieren die Diskussion ü #Rechtsstaat dann wieder. Mir ist so übel..",negative
,negative
